,Unnamed: 0,JWTRNS_8.0,HISP_2,HISP_4,HISP_21,HISP_24,OCCP_6240.0,OCCP_9830.0,RAC1P_3,RAC1P_7,RAC1P_9,RACASN_0,RACASN_1,RACNH_0,RACNH_1,RACNUM_1,RACNUM_2,RACNUM_3,RACNUM_4,RACPI_0,RACPI_1,SFR_2.0,WAOB_8,OCCP_510.0,RACNUM_5,RACNUM_6,OCCP_2755.0,INTP,OIP,PAP,RETP,SEMP,SSIP,SSP,WAGP,PERNP,PINCP,POVPIP,Label_y
40,40,0.0006449532408900353,0.003224766204450177,0.00048371493066752666,8.061915511125443e-05,0.0008061915511125442,0.00032247662044501766,0.0007255723960012899,0.009029345372460496,0.00016123831022250886,0.018784263140922283,0.9858916478555304,0.014108352144469524,0.9998387616897776,0.00016123831022250886,0.9812157368590776,0.018139309900032246,0.000564334085778781,8.061915511125443e-05,0.9988713318284425,0.001128668171557562,0.002257336343115124,0.00040309577555627216,0.0,0.0,0.0,0.0,2660.8219473338954,810.9112548027364,36.55983506700403,2732.7152094461626,2176.76731327898,345.76890638178236,3864.4363227438853,22484.256770686916,24924.96571320325,35112.23755974136,311.2535571270342,1.0
41,41,0.0004960819648895459,0.03691254783647519,0.002490533946180169,0.0005062060866219857,0.002055196711685261,0.0006175714256788224,0.001964079616093304,0.013049992913114787,0.0005770749387490635,0.024014416749346998,0.9685544778990424,0.03144552210095774,0.9994735456699132,0.0005264543300868648,0.975985583250653,0.02190859942899953,0.001953955494360864,9.111709559195739e-05,0.9992001943831372,0.0007998056168627371,0.0020248243464879427,0.0003948407475651487,4.0496486929758836e-05,6.074473039463826e-05,0.0,0.0,2242.919095379994,692.2885868643555,22.90524989703709,2626.4185623955223,1504.0661627540762,270.3091309930469,3642.5488770986267,25434.077185841998,27339.186998266603,36435.532839111365,303.1395700653788,1.0
42,42,0.000525811141010176,0.016671306176734402,0.00326827709216129,0.0007165465549060241,0.006010743043312404,0.00029899064880970785,0.00035569577185982486,0.002850721186064974,0.0006082913199921642,0.027873145484725702,0.9070551483096718,0.09294485169032816,0.9996288391945809,0.0003711608054189478,0.9721268545152744,0.02542451517119792,0.002237274854886435,0.00019073541389584816,0.9985153567783244,0.0014846432216757911,0.003794088233171466,0.0006804614766014043,1.0310022372748547e-05,2.0620044745497095e-05,0.0,0.0,2390.3752900974,582.8409383013848,56.98536264459186,2845.615810536702,1988.1076147141052,309.42869847535155,3270.506368437403,32091.343055022582,34551.946209332775,43535.20315041208,327.292968372183,0.0
43,43,0.0006678642162958869,0.016259039196720556,0.0018654138455160981,0.0004145364101146884,0.0033393210814794344,0.00039150660955276125,0.0011975496292202107,0.0059186587444152745,0.0003224172078669799,0.018999585463589885,0.9797107457049422,0.020289254295057804,0.9998618211966284,0.0001381788033715628,0.98100041453641,0.017548708028188476,0.0013587582331537008,9.211920224770852e-05,0.9991709271797706,0.0008290728202293769,0.0019805628483257334,0.0002763576067431256,4.6059601123854274e-05,0.0,0.0,0.0,1717.2652116402114,601.4303350970017,26.31944444444445,2463.674603174603,1602.4015376984128,361.0284391534392,3167.666997354497,23698.76653439154,25669.71753292141,33638.553102954145,287.14290871459167,1.0
44,44,0.001015659624759935,0.11962623725808835,0.0017912542473038856,0.000517063081695967,0.025890087162062345,0.0008679273157039443,0.001034126163391934,0.006629487368887576,0.0014957896291919045,0.031042251440390013,0.9600199438617224,0.03998005613827744,0.998541143448072,0.001458856551927907,0.9689577485596099,0.028530802186438175,0.002252917713103856,0.00020313192495198702,0.9982272122913282,0.0017727877086718864,0.0025853154084798345,0.0013480573201359136,9.23326931599941e-05,5.539961589599646e-05,0.0,0.0,2881.4089875618565,749.946903838438,31.842762248673715,2954.0502875484813,2391.4937586376,191.54741206366188,2734.305425527172,32250.094155409926,35178.73366231297,44184.68969283581,339.43169200137834,0.0
45,45,0.00036005063938024834,0.020023461364243492,0.008548299051092348,0.0008594757198109154,0.006004715501922206,0.0002322907350840312,0.0004297378599054577,0.0018583258806722492,0.00038327971288865136,0.025157086609600574,0.8965725502038351,0.10342744979616487,0.9997328656546534,0.00026713434534663587,0.9748429133903994,0.022938710089548082,0.001962856711460064,0.00025551980859243433,0.9986875573467752,0.0013124426532247762,0.0034611319527520644,0.00048781054367646554,1.1614536754201559e-05,0.0,0.0,0.0,2461.505445271574,580.4845878136201,29.024538185828515,2903.611800385993,2079.2212434518883,234.20733388475318,3379.2150537634398,38711.83719327267,41405.80970572185,50379.107196029785,366.03240840581793,0.0
46,46,0.0011579759983156713,0.0641799424521019,0.001017615271247105,7.01803635342831e-05,0.002421222541932767,0.0003509018176714156,0.0011228858165485296,0.007790020352305425,0.0004912625447399819,0.0284581374131518,0.9740683556740825,0.02593164432591761,0.9996490981823286,0.0003509018176714156,0.9715418625868482,0.026808898870096142,0.0015439679977542285,7.01803635342831e-05,0.99901747491052,0.0009825250894799637,0.0016843287248227946,0.0002105410906028493,0.00017545090883570776,3.509018176714155e-05,0.0,0.0,2025.4043528554905,606.2165288548048,22.898333404738445,2134.8229296088425,1919.0115676277792,210.8264427402425,3666.3574825414507,25567.03286063151,27891.12959742632,36152.57049826486,313.8566316177827,0.0
47,47,0.0004714122163108626,0.01306485285204391,0.001975441668350282,0.0003142748108739085,0.0017509596605832045,0.00026937840932049294,0.0012570992434956338,0.0013468920466024649,0.0005612050194176936,0.01822793903068669,0.984016881046984,0.015983118953015917,0.9997306215906796,0.00026937840932049294,0.9817720609693134,0.01764428581049229,0.0005836532201944014,0.0,0.9993265539766988,0.0006734460233012324,0.0022897164792241896,0.00042651581475744714,2.2448200776707752e-05,0.0,0.0,0.0,1845.1850236966825,635.9501692620178,29.70291130670277,2550.6467163168586,1548.0097494922138,361.3735951252538,3499.7275558564656,23441.054570074477,25371.09076411229,33911.65029113067,293.6935320093513,1.0
48,48,0.00105113785672991,0.24249750354759025,0.0013664792137488833,0.00031534135701897305,0.11036947495664057,0.0007357964997109371,0.0012613654280758922,0.1789036632154307,0.000525568928364955,0.030167656488148425,0.9809744047931886,0.019025595206811373,0.9993693172859621,0.0006306827140379461,0.9698323435118515,0.027592368739160145,0.002417617070478793,0.00015767067850948652,0.9992116466074524,0.0007883533925474326,0.003468754927208704,0.000525568928364955,0.0,0.0,0.0,0.0,1454.9643471063855,717.1140255936846,37.526580505507106,3235.6607881836135,1571.905074170752,338.49875851531164,3283.413127904756,20788.933214490356,22706.341349883634,31428.01598013625,270.83709423087384,1.0
49,49,0.0004541712793437225,0.01283033864146016,0.002668256266144369,0.0005109426892616878,0.0037185273496267283,0.0001986999347128786,0.0005393283942206705,0.0023560135115955607,0.0003406284595077919,0.026370319906894892,0.9494166737630928,0.050583326236907096,0.9997445286553692,0.0002554713446308439,0.9736296800931052,0.023219506656447814,0.002923727610775213,0.00022708563967186124,0.9990632717363536,0.0009367282636464276,0.002725027676062335,0.0011070424934003236,2.838570495898265e-05,0.0,0.0,0.0,3476.1893404882576,684.2507535857433,57.571963297889965,3237.178442479049,2808.4466858789624,242.11931498227833,3636.846202259101,39496.53814303224,42952.350406941536,53639.140846003516,371.06744981412635,0.0
