,INTP,OIP,PAP,RETP,SEMP,SSIP,SSP,WAGP,PERNP,PINCP,POVPIP,Label
15,2073.2502233738383,550.8827734095784,22.62642959256612,2266.586847748392,1608.1875,195.83184417441026,2517.6197283774122,27709.858827734097,29982.417260599417,36944.8441744103,316.2407652173913,0.0
16,2051.3232672962095,661.9276706143493,20.319482453602472,2214.2418410081527,2151.4142126057077,235.23693209574984,2767.835525348485,28681.41688760725,31374.18350120413,38783.71580954368,305.10692967245467,0.0
17,2121.6813916558394,715.9136711419085,37.22101920023098,1713.3780857514073,4101.522304027718,231.03796737404363,3142.393532553775,23670.414320773787,28244.928057553956,35733.56229247871,303.18503698314544,0.0
18,1893.1269146608315,658.3521881838075,29.02060539752006,2486.9892414296137,1896.58829321663,301.03938730853395,3698.2642231947484,23671.498322392414,25946.112618197294,34634.87919401897,295.3968460878135,1.0
19,2713.9134253450434,809.8480635717274,68.0762860727729,2957.040468423254,2064.841087411125,250.6348808030113,3318.849519029695,31430.33271434546,33975.46265060241,43613.53646173149,337.2779764726161,0.0
20,2260.566260612772,747.7940199335549,17.826504245108897,3016.272966654362,1456.0770518026336,264.2057339731759,3935.243017103482,23070.618924572413,24857.021848110737,34768.604478897505,299.66055306590886,1.0
21,2372.2429924051366,732.2973093718024,21.880413321996283,3795.1308132412914,1614.2578650794799,211.94569744484,3126.1333929008915,35088.48635950943,37207.32117812061,46962.374843274876,352.6786166548476,0.0
22,3220.332910244788,550.5802357207615,35.20398912058023,2241.2438803263826,2646.127107887579,242.611060743427,3745.767905711695,25073.011786038074,28101.29632352941,37754.87905711695,334.16261373035576,1.0
23,2889.5868881903907,565.2519083969466,53.912213740458014,2787.1867983834754,2185.736977997306,409.9236641221373,3555.954198473282,29128.307139649754,31705.558649693114,41575.859788953756,342.1609730848861,1.0
24,1312.1146492549808,795.3149840950945,28.658630503934372,1929.5499079189685,1768.4380043529216,308.5652101121714,3202.9717060103803,22034.34153691612,24234.480312276275,31379.954629164575,277.7461193219176,1.0
25,1681.716599457923,770.6553844119786,29.774575262775173,2675.0677596350897,981.3561181992463,371.5607853506975,4317.528921795465,19814.618893369476,21043.595825807748,30642.279037482644,281.38523725834796,1.0
26,2050.4999178374824,624.1465368498891,22.300345082573333,2455.517500616219,2020.872463232273,233.16695423547773,3735.216292827213,26097.603319365706,28522.135118241484,37239.32333004684,327.0414090145476,0.0
27,2514.7648067654277,798.8658446435437,49.76048966557261,3042.1791892131637,2117.3493302581387,282.56305627014405,3643.0130991454507,25947.044560749873,28418.160877896877,38395.54037671132,317.0357640501626,1.0
28,1860.6733952324016,602.857924824391,31.1314639067404,2499.275369899866,1628.930531684352,276.3609699596473,3789.5880660588855,26700.375971454196,28718.003910725613,37389.193702361394,323.47680134876845,1.0
29,2073.309847198642,678.1472835314091,27.22198641765705,2376.322156196944,1768.804117147708,238.3913412563668,3277.2177419354844,26157.580645161288,28384.194348576362,36596.9951188455,315.48272792022794,0.0
30,2181.7679787303027,697.1606251215875,17.18889825562545,1782.078983204721,2392.305946436677,194.76039167369171,3475.9243888204396,26009.453991310547,28873.593513085896,36750.6412035536,318.48110327987126,0.0
31,2991.6950627414776,670.2701131740007,44.357882859780496,2506.088829623551,2321.4006906691284,306.1425103429412,3066.389202311348,36995.11255855301,39823.032484848496,48901.45685027524,364.2730677028657,1.0
32,2346.8672791465774,735.8135226453057,25.265555597737364,1971.0164382521543,2353.332143806233,243.40381914126263,3684.7743062146465,24468.085114460348,27264.421410103034,35828.5582172279,320.67464732763756,0.0
33,1537.9780571721387,564.533106401669,26.389956443761207,2055.838805314593,1375.7551151129169,271.36085794809856,3608.210534021448,24336.880019032975,26137.40017487071,33776.946451447606,301.86353873323463,1.0
34,2241.36916909621,662.8540249433106,29.868804664723037,3939.613783608682,1945.0404923874312,209.6290897311305,3004.7811386459352,37953.06365403304,40535.78446981384,49986.22015711046,369.3033094084786,0.0
35,3258.919231686949,740.46170365068,46.81579575280363,2551.830112145073,2754.530541636841,286.49486995943687,3661.080887616321,21732.90145549988,24921.521976687713,35033.03459794798,301.5488429244317,0.0
36,1696.4540218735606,685.2112423309164,29.698207920071777,2794.0759754589326,1397.8111162305697,335.1140965637655,3939.0852874845405,24712.062152920924,26503.208480000005,35589.512112908305,309.4005344701429,1.0
37,2167.3536337080636,733.6053819598125,35.39877843675312,3144.164734000177,1526.6635389926528,242.5157121359653,3329.6755775869697,26117.279366203413,28046.12694207454,37296.65676728335,305.9435680293776,1.0
38,2353.796608695652,658.3660869565216,20.74695652173913,2830.9186086956524,2430.1656521739133,260.61739130434785,3678.757391304348,31563.462608695652,34409.5348120764,43796.83130434783,367.4180702030537,1.0
39,2525.9477753234455,689.7206419330118,46.13825902718297,2282.1222107018884,2715.903078934319,237.11175224270843,3480.2619122751653,29771.426317450296,33012.66280348144,41748.63199296759,342.4847921987462,0.0
40,2660.8219473338954,810.9112548027364,36.55983506700403,2732.7152094461626,2176.76731327898,345.76890638178236,3864.4363227438857,22484.256770686912,24924.965713203255,35112.237559741356,311.2535571270342,1.0
41,2242.919095379994,692.2885868643555,22.905249897037095,2626.4185623955223,1504.0661627540762,270.30913099304695,3642.5488770986267,25434.077185841994,27339.186998266603,36435.53283911137,303.13957006537885,1.0
42,2390.3752900973996,582.8409383013847,56.98536264459185,2845.6158105367026,1988.1076147141055,309.42869847535155,3270.506368437403,32091.343055022582,34551.946209332775,43535.203150412075,327.292968372183,0.0
43,1717.2652116402116,601.4303350970017,26.319444444444446,2463.674603174603,1602.4015376984128,361.02843915343914,3167.666997354497,23698.766534391536,25669.71753292141,33638.553102954145,287.1429087145917,1.0
44,2881.4089875618565,749.946903838438,31.842762248673715,2954.0502875484817,2391.4937586376,191.54741206366188,2734.305425527172,32250.094155409926,35178.73366231297,44184.68969283581,339.4316920013784,0.0
45,2461.505445271574,580.4845878136201,29.024538185828508,2903.6118003859933,2079.2212434518883,234.2073338847532,3379.21505376344,38711.83719327267,41405.80970572185,50379.107196029785,366.03240840581793,0.0
46,2025.4043528554903,606.2165288548048,22.898333404738445,2134.8229296088425,1919.0115676277792,210.8264427402425,3666.357482541451,25567.03286063151,27891.129597426316,36152.57049826486,313.8566316177827,0.0
47,1845.1850236966825,635.9501692620177,29.702911306702777,2550.6467163168586,1548.0097494922138,361.37359512525387,3499.7275558564656,23441.054570074473,25371.090764112294,33911.65029113067,293.6935320093513,1.0
48,1454.9643471063857,717.1140255936845,37.5265805055071,3235.6607881836126,1571.905074170752,338.49875851531164,3283.413127904756,20788.933214490353,22706.34134988363,31428.015980136246,270.83709423087384,1.0
49,3476.1893404882576,684.2507535857433,57.571963297889965,3237.178442479049,2808.4466858789624,242.1193149822783,3636.846202259101,39496.53814303224,42952.35040694154,53639.14084600351,371.0674498141264,0.0
